5.000000 -4.510959
5.000000 0.000000

6.000000 -0.716323
6.000000 0.000000

6.500000 2.374867
6.500000 0.000000

6.250000 0.792079
6.250000 0.000000

6.125000 0.022665
6.125000 0.000000

6.062500 -0.351324
6.062500 0.000000

6.093750 -0.165369
6.093750 0.000000

6.109375 -0.071601
6.109375 0.000000

6.117188 -0.024529
6.117188 0.000000

6.121094 -0.000947
6.121094 0.000000

6.123047 0.010856
6.123047 0.000000

6.122070 0.004953
6.122070 0.000000

6.121582 0.002003
6.121582 0.000000

6.121338 0.000528
6.121338 0.000000

6.121216 -0.000209
6.121216 0.000000

6.121277 0.000159
6.121277 0.000000

6.121246 -0.000025
6.121246 0.000000

6.121262 0.000067
6.121262 0.000000

6.121254 0.000021
6.121254 0.000000

6.121250 -0.000002
6.121250 0.000000

6.121252 0.000010
6.121252 0.000000

6.121251 0.000004
6.121251 0.000000

