0.000000 -6.000000
10.000000 84.000000
0.666667 -6.222222
10.000000 84.000000
1.310345 -5.593341
10.000000 84.000000
1.852843 -4.419816
10.000000 84.000000
2.260093 -3.152073
10.000000 84.000000
2.540026 -2.088294
10.000000 84.000000
2.720987 -1.317217
10.000000 84.000000
2.833368 -0.805394
10.000000 84.000000
2.901429 -0.483138
10.000000 84.000000
2.942024 -0.286519
10.000000 84.000000
2.966017 -0.168763
10.000000 84.000000
2.980120 -0.099004
10.000000 84.000000
2.988384 -0.057945
10.000000 84.000000
2.993217 -0.033867
10.000000 84.000000
2.996041 -0.019778
10.000000 84.000000
2.997690 -0.011543
10.000000 84.000000
2.998652 -0.006738
10.000000 84.000000
2.999214 -0.003931
10.000000 84.000000
2.999541 -0.002294
10.000000 84.000000
2.999732 -0.001338
10.000000 84.000000
2.999844 -0.000780
10.000000 84.000000
2.999909 -0.000455
10.000000 84.000000
2.999947 -0.000265
10.000000 84.000000
2.999969 -0.000155
10.000000 84.000000
2.999982 -0.000091
10.000000 84.000000
2.999989 -0.000053
10.000000 84.000000
2.999994 -0.000031
10.000000 84.000000
2.999996 -0.000017
10.000000 84.000000
2.999998 -0.000010
10.000000 84.000000
2.999999 -0.000006
10.000000 84.000000
2.999999 -0.000003
10.000000 84.000000
3.000000 -0.000002
10.000000 84.000000
