0.000000 -6.000000
5.000000 14.000000
2.500000 -2.250000
5.000000 14.000000
2.500000 -2.250000
3.750000 4.312500
2.500000 -2.250000
3.125000 0.640625
2.812500 -0.902344
3.125000 0.640625
2.968750 -0.155273
3.125000 0.640625
2.968750 -0.155273
3.046875 0.236572
2.968750 -0.155273
3.007812 0.039124
2.988281 -0.058456
3.007812 0.039124
2.998047 -0.009762
3.007812 0.039124
2.998047 -0.009762
3.002930 0.014657
2.998047 -0.009762
3.000488 0.002441
2.999268 -0.003661
3.000488 0.002441
2.999878 -0.000610
3.000488 0.002441
2.999878 -0.000610
3.000183 0.000916
2.999878 -0.000610
3.000031 0.000153
2.999954 -0.000229
3.000031 0.000153
2.999992 -0.000038
3.000031 0.000153
2.999992 -0.000038
3.000011 0.000057
2.999992 -0.000038
3.000002 0.000010
2.999997 -0.000014
3.000002 0.000010
3.000000 -0.000002
3.000002 0.000010
3.000000 -0.000002
3.000001 0.000004
