1.500000 1.566980
1.500000 0.000000

2.250000 1.122491
2.250000 0.000000

2.625000 0.427034
2.625000 0.000000

2.812500 -0.037380
2.812500 0.000000

2.718750 0.203725
2.718750 0.000000

2.765625 0.085309
2.765625 0.000000

2.789062 0.024487
2.789062 0.000000

2.800781 -0.006317
2.800781 0.000000

2.794922 0.009117
2.794922 0.000000

2.797852 0.001408
2.797852 0.000000

2.799316 -0.002452
2.799316 0.000000

2.798584 -0.000522
2.798584 0.000000

2.798218 0.000443
2.798218 0.000000

2.798401 -0.000039
2.798401 0.000000

2.798309 0.000202
2.798309 0.000000

2.798355 0.000082
2.798355 0.000000

2.798378 0.000021
2.798378 0.000000

2.798389 -0.000009
2.798389 0.000000

2.798384 0.000006
2.798384 0.000000

2.798387 -0.000001
2.798387 0.000000

2.798385 0.000002
2.798385 0.000000

2.798386 0.000000
2.798386 0.000000

