2.500000 -2.250000
2.500000 0.000000

3.750000 4.312500
3.750000 0.000000

3.125000 0.640625
3.125000 0.000000

2.812500 -0.902344
2.812500 0.000000

2.968750 -0.155273
2.968750 0.000000

3.046875 0.236572
3.046875 0.000000

3.007812 0.039124
3.007812 0.000000

2.988281 -0.058456
2.988281 0.000000

2.998047 -0.009762
2.998047 0.000000

3.002930 0.014657
3.002930 0.000000

3.000488 0.002441
3.000488 0.000000

2.999268 -0.003661
2.999268 0.000000

2.999878 -0.000610
2.999878 0.000000

3.000183 0.000916
3.000183 0.000000

3.000031 0.000153
3.000031 0.000000

2.999954 -0.000229
2.999954 0.000000

2.999992 -0.000038
2.999992 0.000000

3.000011 0.000057
3.000011 0.000000

3.000002 0.000010
3.000002 0.000000

2.999997 -0.000014
2.999997 0.000000

3.000000 -0.000002
3.000000 0.000000

3.000001 0.000004
3.000001 0.000000

3.000000 0.000000
3.000000 0.000000
